305	GlcNAcβ1-2Manα1-3(GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp12
306	GlcNAcβ1-3Man-Sp10
307	GlcNAcβ1-4GlcNAcβ-Sp10
308	GlcNAcβ1-4GlcNAcβ-Sp12
309	HOOC(CH3)CH-3-O-GlcNAcβ1-4GlcNAcβ-Sp10
310	Manα1-3(Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp12
311	Manα1-6Manβ-Sp10
312	Manα1-6(Manα1-3)Manα1-6(Manα1-3)Manβ-Sp10
313	Manα1-2Manα1-2Manα1-3(Manα1-2Manα1-6(Manα1-3)Manα1-6)Manα-Sp9
314	Manα1-2Manα1-2Manα1-3(Manα1-2Manα1-6(Manα1-2Manα1-3)Manα1-6)Manα-Sp9
315	Neu5Acα2-3Galβ1-3(Neu5Acα2-3Galβ1-4GlcNAcβ1-6)GalNAc–Sp14
316	Neu5Acα2-3Galβ1-3(Neu5Acα2-6)GalNAc-Sp14
317	Neu5Acα2-3Galβ1-3GalNAc–Sp14
318	Neu5Acα2-3Galβ1-4GlcNAcβ1-2Manα1-3(Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp12
319	Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-3(Galβ1-4GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp12
320	Neu5Acα2-6Galβ1-4GlcNAcβ1-2Manα1-3(GlcNAcβ1-2Manα1-6)Manβ1-4GlcNAcβ1-4GlcNAcβ-Sp12
