-1.435073 -1.608668 -1.607478
-1.435073 -1.608668 -1.178817
-1.435073 -1.484924 -1.393147
-1.435073 -1.361181 -1.607478
-1.435073 -1.361181 -1.178817
-1.435073 -1.237437 -0.964487
-1.485591 -1.484924 -1.536034
-1.637145 -1.484924 -1.536034
-1.670190 -1.417422 -1.600466
-1.384554 -1.484924 -1.250260
-1.485591 -1.237437 -1.107373
-1.637145 -1.237437 -1.107373
-1.670190 -1.145517 -1.091285
-1.384554 -1.237437 -0.821600
-1.435073 -1.113693 -1.607478
-1.435073 -1.113693 -1.178817
-1.435073 -0.989949 -1.393147
-1.435073 -0.866206 -1.607478
-1.435073 -0.866206 -1.178817
-1.435073 -0.742462 -0.964487
-1.485591 -0.989949 -1.536034
-1.637145 -0.989949 -1.536034
-1.670190 -0.959622 -1.624285
-1.384554 -0.989949 -1.250260
-1.485591 -0.742462 -1.107373
-1.637145 -0.742462 -1.107373
-1.670190 -0.733531 -1.014485
-1.384554 -0.742462 -0.821600
-1.435073 -0.618718 -1.607478
-1.435073 -0.618718 -1.178817
-1.435073 -0.494975 -1.393147
-1.435073 -0.371231 -1.607478
-1.435073 -0.371231 -1.178817
-1.435073 -0.247487 -0.964487
-1.485591 -0.494975 -1.536034
-1.637145 -0.494975 -1.536034
-1.670190 -0.565910 -1.596666
-1.384554 -0.494975 -1.250260
-1.485591 -0.247487 -1.107373
-1.637145 -0.247487 -1.107373
-1.670190 -0.333179 -1.144318
-1.384554 -0.247487 -0.821600
-1.435073 -0.123744 -1.607478
-1.435073 -0.123744 -1.178817
-1.435073 0.000000 -1.393147
-1.435073 0.123744 -1.607478
-1.435073 0.123744 -1.178817
-1.435073 0.247487 -0.964487
-1.485591 0.000000 -1.536034
-1.637145 0.000000 -1.536034
-1.670190 0.011315 -1.628662
-1.384554 0.000000 -1.250260
-1.485591 0.247487 -1.107373
-1.637145 0.247487 -1.107373
-1.670190 0.186373 -1.036854
-1.384554 0.247487 -0.821600
-1.435073 0.371231 -1.607478
-1.435073 0.371231 -1.178817
-1.435073 0.494975 -1.393147
-1.435073 0.618718 -1.607478
-1.435073 0.618718 -1.178817
-1.435073 0.742462 -0.964487
-1.485591 0.494975 -1.536034
-1.637145 0.494975 -1.536034
-1.670190 0.586663 -1.553392
-1.384554 0.494975 -1.250260
-1.485591 0.742462 -1.107373
-1.637145 0.742462 -1.107373
-1.670190 0.835217 -1.097146
-1.384554 0.742462 -0.821600
-1.435073 0.866206 -1.607478
-1.435073 0.866206 -1.178817
-1.435073 0.989949 -1.393147
-1.435073 1.113693 -1.607478
-1.435073 1.113693 -1.178817
-1.435073 1.237437 -0.964487
-1.485591 0.989949 -1.536034
-1.637145 0.989949 -1.536034
-1.670190 0.927277 -1.605173
-1.384554 0.989949 -1.250260
-1.485591 1.237437 -1.107373
-1.637145 1.237437 -1.107373
-1.670190 1.191195 -1.188427
-1.384554 1.237437 -0.821600
-1.435073 1.361181 -1.607478
-1.435073 1.361181 -1.178817
-1.435073 1.484924 -1.393147
-1.435073 1.608668 -1.607478
-1.435073 1.608668 -1.178817
-1.485591 1.484924 -1.536034
-1.637145 1.484924 -1.536034
-1.670190 1.460421 -1.445992
-1.384554 1.484924 -1.250260
-1.435073 -1.608668 -0.750156
-1.435073 -1.608668 -0.321496
-1.435073 -1.484924 -0.535826
-1.435073 -1.361181 -0.750156
-1.435073 -1.361181 -0.321496
-1.435073 -1.237437 -0.107165
-1.485591 -1.484924 -0.678713
-1.637145 -1.484924 -0.678713
-1.670190 -1.392628 -0.692473
-1.384554 -1.484924 -0.392939
-1.485591 -1.237437 -0.250052
-1.637145 -1.237437 -0.250052
-1.670190 -1.225247 -0.157535
-1.384554 -1.237437 0.035722
-1.435073 -1.113693 -0.750156
-1.435073 -1.113693 -0.321496
-1.435073 -0.989949 -0.535826
-1.435073 -0.866206 -0.750156
-1.435073 -0.866206 -0.321496
-1.435073 -0.742462 -0.107165
-1.485591 -0.989949 -0.678713
-1.637145 -0.989949 -0.678713
-1.670190 -0.950916 -0.593952
-1.384554 -0.989949 -0.392939
-1.485591 -0.742462 -0.250052
-1.637145 -0.742462 -0.250052
-1.670190 -0.835521 -0.243121
-1.384554 -0.742462 0.035722
-1.435073 -0.618718 -0.750156
-1.435073 -0.618718 -0.321496
-1.435073 -0.494975 -0.535826
-1.435073 -0.371231 -0.750156
-1.435073 -0.371231 -0.321496
-1.435073 -0.247487 -0.107165
-1.485591 -0.494975 -0.678713
-1.637145 -0.494975 -0.678713
-1.670190 -0.477985 -0.770470
-1.384554 -0.494975 -0.392939
-1.485591 -0.247487 -0.250052
-1.637145 -0.247487 -0.250052
-1.670190 -0.190508 -0.176151
-1.384554 -0.247487 0.035722
-1.435073 -0.123744 -0.750156
-1.435073 -0.123744 -0.321496
-1.435073 0.000000 -0.535826
-1.435073 0.123744 -0.750156
-1.435073 0.123744 -0.321496
-1.435073 0.247487 -0.107165
-1.485591 0.000000 -0.678713
-1.637145 0.000000 -0.678713
-1.670190 0.092941 -0.687076
-1.384554 0.000000 -0.392939
-1.485591 0.247487 -0.250052
-1.637145 0.247487 -0.250052
-1.670190 0.275197 -0.339160
-1.384554 0.247487 0.035722
-1.435073 0.371231 -0.750156
-1.435073 0.371231 -0.321496
-1.435073 0.494975 -0.535826
-1.435073 0.618718 -0.750156
-1.435073 0.618718 -0.321496
-1.435073 0.742462 -0.107165
-1.485591 0.494975 -0.678713
-1.637145 0.494975 -0.678713
-1.670190 0.505012 -0.771488
-1.384554 0.494975 -0.392939
-1.485591 0.742462 -0.250052
-1.637145 0.742462 -0.250052
-1.670190 0.724718 -0.341666
-1.384554 0.742462 0.035722
-1.435073 0.866206 -0.750156
-1.435073 0.866206 -0.321496
