1	DGalpa1-OH
44	DGalp[6S]b1-4DGlcp[6S]b1-OH
45	DNeup5Aca2-3DGalp[6S]b1-4DGlcpNAcb1-OH
46	DGlcpNAc[6S]b1-OH
49	DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
50	DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
51	DGlcpNAcb1-2DManpa1-3[DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
52	DGlcpNAcb1-2DManpa1-3[DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
53	DGalpb1-4DGlcpNAcb1-2DManpa1-3[DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
55	DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
56	DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
57	DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
59	LFucpa1-2DGalpb1-3DGalpNAcb1-3DGalpa1-4DGalpb1-4DGlcpb1-OH
60	LFucpa1-2DGalpb1-3[LFucpa1-4]DGlcpNAcb1-OH
63	LFucpa1-2DGalpb1-3DGalpNAcb1-4[DNeup5Aca2-3]DGalpb1-4DGlcpb1-OH
64	LFucpa1-2DGalpb1-3DGalpNAcb1-4[DNeup5Aca2-3]DGalpb1-4DGlcpb1-OH
65	LFucpa1-2DGalpb1-3DGlcpNAcb1-3DGalpb1-4DGlcpb1-OH
66	LFucpa1-2DGalpb1-3DGlcpNAcb1-3DGalpb1-4DGlcpb1-OH
67	LFucpa1-2DGalpb1-3DGlcpNAcb1-OH
68	LFucpa1-2DGalpb1-3DGlcpNAcb1-OH
69	LFucpa1-2DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-OH
70	LFucpa1-2DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-OH
71	LFucpa1-2DGalpb1-4[LFucpa1-3]DGlcpNAcb1-OH
72	LFucpa1-2DGalpb1-4[LFucpa1-3]DGlcpNAcb1-OH
73	LFucpa1-2DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-OH
74	LFucpa1-2DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-OH
75	LFucpa1-2DGalpb1-4DGlcpNAcb1-OH
76	LFucpa1-2DGalpb1-4DGlcpNAcb1-OH
77	LFucpa1-2DGalpb1-4DGlcpb1-OH
78	LFucpa1-2DGalpb1-OH
79	LFucpa1-3DGlcpNAcb1-OH
80	LFucpa1-4DGlcpNAcb1-OH
81	LFucpb1-3DGlcpNAcb1-OH
82	DGalpNAca1-3[LFucpa1-2]DGalpb1-3DGlcpNAcb1-OH
