229	DNeup5Aca2-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-OH
230	DNeup5Aca2-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-OH
231	DNeup5Aca2-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-OH
233	DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-OH
234	DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-OH
235	DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-OH
236	DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-OH
237	DNeup5Aca2-3DGalpb1-4DGlcpb1-OH
238	DNeup5Aca2-3DGalpb1-4DGlcpb1-OH
239	DGalpb1-4DGlcpNAcb1-2DManpa1-3[LFucpa1-3[DGalpb1-4]DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
241	DNeup5Aca2-6DGalpNAcb1-4DGlcpNAcb1-OH
242	DNeup5Aca2-6DGalpb1-4DGlcpNAc[6S]b1-OH
243	DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-OH
244	DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-OH
245	DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-OH
246	DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-OH
247	DNeup5Aca2-6DGalpb1-4DGlcpb1-OH
248	DNeup5Aca2-6DGalpb1-4DGlcpb1-OH
249	DNeup5Aca2-6DGalpb1-OH
251	DNeup5Aca2-8DNeup5Aca2-3DGalpb1-4DGlcpb1-OH
253	DNeup5Acb2-6DGalpb1-4DGlcpNAcb1-OH
254	DGalpb1-4DGlcpNAcb1-2DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
255	DNeup5Gca2-3DGalpb1-3[LFucpa1-4]DGlcpNAcb1-OH
256	DNeup5Gca2-3DGalpb1-3DGlcpNAcb1-OH
257	DNeup5Gca2-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-OH
258	DNeup5Gca2-3DGalpb1-4DGlcpNAcb1-OH
259	DNeup5Gca2-3DGalpb1-4DGlcpb1-OH
261	DNeup5Gca2-6DGalpb1-4DGlcpNAcb1-OH
272	DGalpb1-3[LFucpa1-4]DGlcpNAcb1-3DGalpb1-3[LFucpa1-4]DGlcpNAcb1-OH
277	DGalpb1-3DGlcpNAcb1-3DGalpb1-3DGlcpNAcb1-OH
280	DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-3[LFucpa1-4]DGlcpNAcb1-OH
281	DGalpb1-4DGlcpNAcb1-3DGalpb1-3DGlcpNAcb1-OH
282	DNeup5Aca2-3DGalpb1-3DGlcpNAcb1-3DGalpb1-3DGlcpNAcb1-OH
283	DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-3DGalpb1-3DGlcpNAcb1-OH
284	DGalp[3S]b1-4DGlcpNAc[6S]b1-OH
285	DGalp[4S,3S]b1-4DGlcpNAcb1-OH
286	DGalp[6S]b1-4DGlcpNAc[6S]b1-OH
