368	DGalpa1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2DManpa1-3[DGalpa1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
369	DGalpNAca1-3[LFucpa1-2]DGalpb1-3DGlcpNAcb1-2DManpa1-3[DGalpNAca1-3[LFucpa1-2]DGalpb1-3DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
370	DGalpa1-3[LFucpa1-2]DGalpb1-3DGlcpNAcb1-2DManpa1-3[DGalpa1-3[LFucpa1-2]DGalpb1-3DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
371	LFucpa1-2DGalpb1-3[LFucpa1-4]DGlcpNAcb1-2DManpa1-3[LFucpa1-2DGalpb1-3[LFucpa1-4]DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
3a	DNeup5Gcb2-6DGalpb1-4DGlcpNAca1-OH
24a	DGlcpNAcb1-3[DGlcpNAcb1-4][DGlcpNAcb1-6]DGlcpNAca1-OH
68a	LFucpa1-2DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAca1-OH
95a	DGalpa1-3[LFucpa1-2]DGalpb1-4DGlcpNAca1-OH
115a	DGalpb1-3[LFucpa1-4]DGlcpNAca1-OH
116a	DGalpb1-3[LFucpa1-4]DGlcpNAca1-OH
214a	DNeup5Aca2-3DGalpb1-3DGlcpNAc[6S]a1-OH
232a	DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpNAca1-OH
263a	DGalp[3S]b1-4[LFucpa1-3]DGlcp[6S]a1-OH
264a	DGalp[3S]b1-4[LFucpa1-3]DGlcpa1-OH
265a	DGalp[3S]b1-4[LFucpa1-3]DGlcpNAc[6S]a1-OH
266a	DGalp[3S]b1-4[LFucpa1-3]DGlcpNAca1-OH
267a	LFucpa1-2DGalp[6S]b1-4DGlcpNAca1-OH
268a	LFucpa1-2DGalpb1-4DGlcpNAc[6S]a1-OH
269a	LFucpa1-2DGalp[6S]b1-4DGlcp[6S]a1-OH
270a	LFucpa1-2DGalp[6S]b1-4DGlcpa1-OH
271a	LFucpa1-2DGalpb1-4DGlcp[6S]a1-OH
273a	DGalpb1-3[DGalpb1-4DGlcpNAcb1-6]DGalpNAca1-OH
274a	DGalpb1-3[DGlcpNAcb1-6]DGalpNAca1-OH
275a	DGalpb1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-6]DGalpNAca1-OH
276a	DGalpb1-3DGalpNAca1-OH
278a	DGalpb1-4[LFucpa1-3]DGlcpNAc[6S]a1-OH
279a	DGalpb1-4[LFucpa1-3]DGlcp[6S]a1-OH
291a	DGalpb1-3[DNeup5Aca2-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-6]DGalpNAca1-OH
294a	DGalpb1-4DGlcpNAcb1-3[DGalpb1-4DGlcpNAcb1-6]DGalpb1-4DGlcpNAca1-OH
295a	DGalpb1-4DGlcpNAcb1-3[DGlcpNAcb1-6]DGalpb1-4DGlcpNAca1-OH
304a	DGlcpNAcb1-3DManpa1-OH
313a	DNeup5Aca2-3DGalpb1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-6]DGalpNAca1-OH
314a	DNeup5Aca2-3DGalpb1-3[DNeup5Aca2-6]DGalpNAca1-OH
315a	DNeup5Aca2-3DGalpb1-3DGalpNAca1-OH
322a	DGalpb1-4DGlcpNAcb1-3DGalpNAca1-OH
332a	DNeup5Aca2-3DGalpb1-3[DNeup5Aca2-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-6]DGalpNAca1-OH
339a	DGlcpNAca1-4DGalpb1-3DGalpNAca1-OH
340a	DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAca1-OH
341a	DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAca1-OH
342a	DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6DManpb1-4DGlcpNAcb1-4DGlcpNAca1-OH
343a	DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3DManpb1-4DGlcpNAcb1-4DGlcpNAca1-OH
344a	DGalpb1-4DGlcpNAcb1-2DManpa1-3DManpb1-4DGlcpNAcb1-4DGlcpNAca1-OH
345a	DGalpb1-4DGlcpNAcb1-2DManpa1-6DManpb1-4DGlcpNAcb1-4DGlcpNAca1-OH
362a	DNeup5Aca2-6DGlcpNAcb1-4DGlcpNAca1-OH
363a	DNeup5Aca2-6DGlcpNAcb1-4DGlcpNAcb1-4DGlcpNAca1-OH
364a	LFucpa1-2DGalpb1-3DGlcpNAcb1-3[DGalpb1-4[LFucpa1-3]DGlcpNAcb1-6]DGalpb1-4DGlcpa1-OH
365a	DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAca1-OH
372a	DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-3DGalpNAca1-OH
373a	DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-3DGalpNAca1-OH
375a	DGalpNAcb1-4DGlcpNAcb1-2DManpa1-6[DGalpNAcb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAca1-OH
376a	DGalpb1-3DGalpNAca1-3[LFucpa1-2]DGalpb1-4DGlcpa1-OH
377a	DGalpb1-3DGalpNAca1-3[LFucpa1-2]DGalpb1-4DGlcpNAca1-OH
3b	DNeup5Gcb2-6DGalpb1-4DGlcpNAcb1-OH
24b	DGlcpNAcb1-3[DGlcpNAcb1-4][DGlcpNAcb1-6]DGlcpNAcb1-OH
68b	LFucpa1-2DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-OH
95b	DGalpa1-3[LFucpa1-2]DGalpb1-4DGlcpNAcb1-OH
115b	DGalpb1-3[LFucpa1-4]DGlcpNAcb1-OH
116b	DGalpb1-3[LFucpa1-4]DGlcpNAcb1-OH
214b	DNeup5Aca2-3DGalpb1-3DGlcpNAc[6S]b1-OH
232b	DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-OH
263b	DGalp[3S]b1-4[LFucpa1-3]DGlcp[6S]b1-OH
264b	DGalp[3S]b1-4[LFucpa1-3]DGlcpb1-OH
265b	DGalp[3S]b1-4[LFucpa1-3]DGlcpNAc[6S]b1-OH
266b	DGalp[3S]b1-4[LFucpa1-3]DGlcpNAcb1-OH
267b	LFucpa1-2DGalp[6S]b1-4DGlcpNAcb1-OH
268b	LFucpa1-2DGalpb1-4DGlcpNAc[6S]b1-OH
269b	LFucpa1-2DGalp[6S]b1-4DGlcp[6S]b1-OH
270b	LFucpa1-2DGalp[6S]b1-4DGlcpb1-OH
271b	LFucpa1-2DGalpb1-4DGlcp[6S]b1-OH
273b	DGalpb1-3[DGalpb1-4DGlcpNAcb1-6]DGalpNAcb1-OH
274b	DGalpb1-3[DGlcpNAcb1-6]DGalpNAcb1-OH
275b	DGalpb1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-6]DGalpNAcb1-OH
276b	DGalpb1-3DGalpNAcb1-OH
278b	DGalpb1-4[LFucpa1-3]DGlcpNAc[6S]b1-OH
279b	DGalpb1-4[LFucpa1-3]DGlcp[6S]b1-OH
291b	DGalpb1-3[DNeup5Aca2-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-6]DGalpNAcb1-OH
294b	DGalpb1-4DGlcpNAcb1-3[DGalpb1-4DGlcpNAcb1-6]DGalpb1-4DGlcpNAcb1-OH
295b	DGalpb1-4DGlcpNAcb1-3[DGlcpNAcb1-6]DGalpb1-4DGlcpNAcb1-OH
304b	DGlcpNAcb1-3DManpb1-OH
313b	DNeup5Aca2-3DGalpb1-3[DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-6]DGalpNAcb1-OH
314b	DNeup5Aca2-3DGalpb1-3[DNeup5Aca2-6]DGalpNAcb1-OH
315b	DNeup5Aca2-3DGalpb1-3DGalpNAcb1-OH
322b	DGalpb1-4DGlcpNAcb1-3DGalpNAcb1-OH
332b	DNeup5Aca2-3DGalpb1-3[DNeup5Aca2-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-6]DGalpNAcb1-OH
339b	DGlcpNAca1-4DGalpb1-3DGalpNAcb1-OH
340b	DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
341b	DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
342b	DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
343b	DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
344b	DGalpb1-4DGlcpNAcb1-2DManpa1-3DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
345b	DGalpb1-4DGlcpNAcb1-2DManpa1-6DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
362b	DNeup5Aca2-6DGlcpNAcb1-4DGlcpNAcb1-OH
363b	DNeup5Aca2-6DGlcpNAcb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
364b	LFucpa1-2DGalpb1-3DGlcpNAcb1-3[DGalpb1-4[LFucpa1-3]DGlcpNAcb1-6]DGalpb1-4DGlcpb1-OH
365b	DGalpb1-4DGlcpNAcb1-2[DGalpb1-4DGlcpNAcb1-4]DManpa1-3[DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
372b	DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-3DGalpNAcb1-OH
373b	DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-3DGalpNAcb1-OH
375b	DGalpNAcb1-4DGlcpNAcb1-2DManpa1-6[DGalpNAcb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
376b	DGalpb1-3DGalpNAca1-3[LFucpa1-2]DGalpb1-4DGlcpb1-OH
377b	DGalpb1-3DGalpNAca1-3[LFucpa1-2]DGalpb1-4DGlcpNAcb1-OH
